Concept ID,Macro Dimension,Subdomain,Tradition / School,Philosophical Concept,Symbolic Keywords,Visual Evidence Patterns,Visual Inferability,Temporal Requirement,Grounding Rule,Maslow Relevance (Auxiliary),SEP Relationship,SEP Entry,SEP URL,Source Accessed,Ontology Status
PHC-201,Epistemology,Justification & Evidence,Contemporary Epistemology,"Epistemic Contextualism (Dretske, Lewis)",Varying by context; contextual shift,Swimsuit out of place in office vs beach; same sentence weight in study vs court; same lamp brightness day vs night; same person in different social roles,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,"Stanford Encyclopedia of Philosophy: contextualism, epistemic",https://plato.stanford.edu/entries/contextualism-epistemology/,2026-09-09,candidate
PHC-202,Epistemology,Justification & Evidence,Contemporary Epistemology,Epistemic Luck (Pritchard),Fortuity; accidental gain; unexpected discovery,Blindfolded arrow hitting bullseye; random lottery win; flipping to answer by chance; wrong path leading to destination; fate-like coincidence,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,Stanford Encyclopedia of Philosophy: epistemology,https://plato.stanford.edu/entries/epistemology/,2026-09-09,ontology_only
PHC-203,Epistemology,Justification & Evidence,Contemporary Epistemology,Evidence,information that bears on the truth or justification of a claim,an observation or record explicitly linked to a claim; competing evidence arranged for comparison; a measurement changing a stated conclusion,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: evidence,https://plato.stanford.edu/entries/evidence/,2026-09-09,candidate
PHC-204,Epistemology,Justification & Evidence,Contemporary Epistemology,"Evidentialism (Clifford, Conee)",Evidence-based; well-grounded; checkable,Scale weights adding; stacked court files; architect's diagonal braces; layered blocks not collapsing; rechecked data,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,Stanford Encyclopedia of Philosophy: epistemology,https://plato.stanford.edu/entries/epistemology/,2026-09-09,ontology_only
PHC-205,Epistemology,Justification & Evidence,Contemporary Epistemology,Higher-Order Evidence,evidence about the quality of one's evidence or reasoning,two equally informed observers disagreeing; a calibration result about an instrument; a reliability warning attached to an earlier conclusion,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,"Stanford Encyclopedia of Philosophy: evidence, higher-order",https://plato.stanford.edu/entries/higher-order-evidence/,2026-09-09,candidate
PHC-206,Epistemology,Justification & Evidence,Contemporary Epistemology,Virtue Epistemology (Sosa),Craftsmanship; discernment; cognitive excellence,Craftsman's knowing hands; connoisseur's authenticating gaze; archer's focused breath; experienced doctor's palpation; pianist's key-blind knowing,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: virtue,https://plato.stanford.edu/entries/epistemology-virtue/,2026-09-09,candidate
PHC-207,Epistemology,Skepticism & Epistemic Limits,Ancient Greek Philosophy,"Suspension of Judgment (Pyrrho, Sextus)",Non-position; pause; withholding assent,Gavel suspended mid-air; blank paper; scale without weights; pause button lit; empty ballot,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: skepticism: ancient,https://plato.stanford.edu/entries/skepticism-ancient/,2026-09-09,candidate
PHC-208,Epistemology,Skepticism & Epistemic Limits,Contemporary Epistemology,Cognitive Closure (Dretske),Limits of knowledge; unknowable domains,Clear but unreachable separation behind glass; two worlds divided by high wall; unreachable shimmer in thick fog; indistinct distance beneath a veil; unclimbable cognitive wall,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,Stanford Encyclopedia of Philosophy: epistemology,https://plato.stanford.edu/entries/epistemology/,2026-09-09,ontology_only
PHC-209,Epistemology,Skepticism & Epistemic Limits,Modern Philosophy,Dream Argument (Descartes),Blurred boundary; wake-sleep indistinction,Endless spiral staircase; nightmare lingering on waking; lucid dreaming; sand painting erased by wind,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: epistemology,https://plato.stanford.edu/entries/descartes-epistemology/,2026-09-09,candidate
PHC-210,Epistemology,Skepticism & Epistemic Limits,Modern Philosophy,Evil Demon Hypothesis (Descartes),Global deception; simulated reality,Nested dreams; triple-screen manipulated feeds; full forged credentials; double-agent identity; Truman Show set,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: epistemology,https://plato.stanford.edu/entries/descartes-epistemology/,2026-09-09,candidate
PHC-211,Epistemology,Skepticism & Epistemic Limits,Modern Philosophy,Methodological Doubt (Descartes),Reset; wiping slate; radical rebuilding,Fence around unsafe building; empty desktop; formatted hard drive; zeroed instrument panel; erased blackboard,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: epistemology,https://plato.stanford.edu/entries/descartes-epistemology/,2026-09-09,candidate
PHC-212,Epistemology,Skepticism & Epistemic Limits,Pragmatism,Doubt (Peirce),Discomfort; disturbance; disequilibrium,Wobbly new chair; temperature swings; fork in road; roadblock on familiar path; crossed-out answer without new one,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Peirce, Charles Sanders",https://plato.stanford.edu/entries/peirce/,2026-09-09,ontology_only
PHC-213,Epistemology,Skepticism & Epistemic Limits,Pragmatism,"Fallibilism (Peirce, Popper)",Revisable; error-tolerant; non-absolute,Pencil with eraser; repeatedly revised draft; draft vs final version; undo key; correction tape overlay,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: pragmatism,https://plato.stanford.edu/entries/pragmatism/,2026-09-09,candidate
PHC-214,Epistemology,"Inference, Logic & Argumentation",Analytic Philosophy,"Logical Atomism (Russell, Wittgenstein)",Decomposition; basic units; irreducible,Clockwork gears; periodic-table atoms; Lego base blocks; molecular model; indivisible elements,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: Russell's,https://plato.stanford.edu/entries/logical-atomism/,2026-09-09,candidate
PHC-215,Epistemology,"Inference, Logic & Argumentation",Analytic Philosophy,"Logical Construction (Russell, Carnap)",Reduction; composition; complex as constructed,Lego castle into base blocks; syntax tree decomposition; bridge into parts; machine disassembled; building into materials,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: logical constructions,https://plato.stanford.edu/entries/logical-construction/,2026-09-09,candidate
PHC-216,Epistemology,"Inference, Logic & Argumentation",Ancient Greek Philosophy,"Reason (Plato, Aristotle)",Restraint; deliberation; transcending emotion,Balanced scales; pensive chess player; checkerboard; solemn judge; upright columns,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,Stanford Encyclopedia of Philosophy: Plato,https://plato.stanford.edu/entries/plato/,2026-09-09,ontology_only
PHC-217,Epistemology,"Inference, Logic & Argumentation",Contemporary Epistemology,Abduction,inference to the best explanation; competing hypotheses,clues connected to several hypotheses; a detective board narrowing alternatives; one explanation fitting more observations than its rivals,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: abduction,https://plato.stanford.edu/entries/abduction/,2026-09-09,candidate
PHC-218,Epistemology,"Inference, Logic & Argumentation",German Idealism,Dialectical Antithesis (Hegel),Opposition; negation; resistance,Wind bending sprout; objector rising to rebut; weight on other pan; mirror reversal; dissonant note,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-219,Epistemology,"Inference, Logic & Argumentation",German Idealism,Dialectical Synthesis (Hegel),Integration; transcendence; reconciliation,Sprout becoming fruit; handshake agreement; balanced scales; dissonance resolving into harmony; higher unity,symbol_mediated,process,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-220,Epistemology,"Inference, Logic & Argumentation",German Idealism,Dialectical Thesis (Hegel),Proposition; beginning; affirmation,First sprout from seed; first speaker rising; weight on one pan; first musical note; first pile driven,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Hegel, Georg Wilhelm Friedrich",https://plato.stanford.edu/entries/hegel/,2026-09-09,ontology_only
PHC-221,Epistemology,"Inference, Logic & Argumentation",Informal Logic,Argument and Argumentation,premises supporting a conclusion; objection and reply,a debate with claims and reasons visible in text; premise boxes linked to a conclusion; opposing reasons arranged around a disputed claim,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: argument and argumentation,https://plato.stanford.edu/entries/argument/,2026-09-09,candidate
PHC-222,Epistemology,"Inference, Logic & Argumentation",Kantian Epistemology,Reason (Kant),Transcendence; unconditioned; infinite,Mountaineer gazing at horizon; moth to sun; rocket breaching atmosphere; eye following bird's disappearance; ship sailing toward horizon,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Kant, Immanuel",https://plato.stanford.edu/entries/kant/,2026-09-09,ontology_only
PHC-223,Epistemology,"Inference, Logic & Argumentation",Medieval Philosophy,Ockham's Razor (Ockham),Simplicity; parsimony; elimination of excess,Razor shaving excess wood; pruning dense branches; clearing cluttered desk; deleting redundant words; removing ornament,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: simplicity,https://plato.stanford.edu/entries/simplicity/,2026-09-09,candidate
PHC-224,Epistemology,"Inference, Logic & Argumentation",Modern Philosophy,Principle of Sufficient Reason (Leibniz),Causality; chain; necessity,Falling dominoes; billiard-ball collision; meshed gears; linked chain; complete clue trail,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: principle of sufficient reason,https://plato.stanford.edu/entries/sufficient-reason/,2026-09-09,candidate
